SA1_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
20101100101,6,0,6,5,5,8,0,4,3,37,97,61,38,41,63,42,53,27,11,433
20101100102,0,0,0,5,0,0,0,0,4,9,36,14,15,25,18,30,28,15,5,186
20101100105,3,5,0,3,5,3,0,5,0,24,47,101,44,52,40,41,30,14,11,380
20101100106,15,5,11,9,8,4,0,0,0,52,123,76,49,76,78,88,53,33,12,588
20101100107,3,5,4,3,10,0,0,0,7,32,41,42,49,34,56,45,36,38,14,355
20101100108,13,7,5,5,6,5,8,0,0,49,199,108,87,110,104,73,63,34,12,790
20101100109,17,12,12,7,5,3,0,0,0,56,104,55,73,65,72,50,47,43,13,522
20101100110,3,3,0,0,9,6,3,0,8,32,95,94,20,43,90,79,59,24,9,513
20101100111,14,0,3,3,6,0,0,0,0,26,82,49,28,37,64,54,33,10,10,367
20101100112,0,0,0,3,3,5,6,0,0,17,85,39,30,48,50,67,74,19,11,423
20101100113,0,0,0,3,6,0,0,0,0,9,59,54,16,32,65,47,39,19,6,337
20101100114,11,8,4,5,6,0,5,0,0,39,102,77,60,61,64,52,62,46,11,535
20101100118,3,3,0,0,4,0,0,5,0,15,70,43,22,46,62,29,24,19,0,315
20101100119,12,12,3,8,11,0,0,0,0,46,199,131,64,112,144,83,37,18,0,788
20101100120,16,14,3,4,10,0,0,0,0,47,194,97,76,114,65,44,35,17,3,645
20101100121,14,8,6,3,9,9,0,0,0,49,178,109,53,107,89,76,46,34,4,696
20101100124,8,7,0,3,4,5,0,6,0,33,115,90,12,66,85,50,28,22,5,473
20101100125,11,10,6,8,7,0,0,3,0,45,159,84,51,90,81,65,47,9,4,590
20101100126,5,0,4,9,8,6,3,5,0,40,113,69,40,75,98,106,99,50,11,661
20101100127,9,7,11,6,3,0,0,0,0,36,153,93,133,95,53,41,25,6,0,599
20101100128,0,3,0,3,0,0,0,0,0,6,101,48,55,52,43,22,28,28,4,381
20101100129,15,3,6,0,0,5,0,4,0,33,146,67,92,81,59,23,32,15,0,515
20101100130,7,0,3,4,3,0,0,0,0,17,107,45,64,65,28,25,14,0,0,348
20101100131,8,4,0,3,6,0,0,0,0,21,86,43,49,72,34,35,43,17,0,379
20101100132,19,10,7,10,3,3,0,0,0,52,242,159,176,170,85,50,43,25,3,953
20101100133,9,3,5,4,3,0,0,0,0,24,108,65,69,74,56,22,18,10,4,426
20101100134,0,0,0,0,0,3,3,7,0,13,33,17,22,27,19,13,43,46,4,224
20101100135,5,0,3,0,0,4,0,0,0,12,137,67,85,89,43,38,15,9,0,483
20101100136,10,8,11,7,3,0,0,0,0,39,195,94,126,135,60,32,27,6,0,675
20101100137,16,0,9,6,3,3,6,0,0,43,128,66,81,70,62,36,35,7,0,485
20101100138,10,5,15,0,0,0,0,0,0,30,165,81,172,80,36,18,10,0,0,562
20101100139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101100140,3,5,3,5,0,8,4,0,0,28,132,65,47,96,85,56,47,27,5,560
20101100141,0,6,0,0,4,0,0,0,0,10,49,52,20,38,40,42,22,11,0,274
20101100142,27,5,5,5,0,4,0,0,0,46,145,35,52,78,37,15,7,4,0,373
20101100201,6,11,3,0,0,3,5,3,0,31,66,79,51,39,95,76,54,52,4,516
20101100202,0,4,0,0,0,0,4,4,0,12,34,44,14,27,39,49,54,50,8,319
20101100203,4,6,4,0,4,6,0,0,0,24,62,41,33,37,60,64,62,33,11,403
20101100204,0,0,4,0,3,3,4,6,4,24,82,57,40,47,69,80,75,88,22,560
20101100205,4,3,0,3,3,5,3,0,4,25,109,59,68,77,58,61,59,42,14,547
20101100206,12,10,0,3,4,4,0,0,0,33,79,174,15,37,61,33,38,25,7,469
20101100207,4,4,5,3,10,0,7,3,0,36,76,37,18,39,72,36,55,23,7,363
20101100208,5,0,5,4,8,8,0,3,0,33,91,62,21,44,79,96,103,66,26,588
20101100209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101100210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101100211,0,5,0,0,3,6,0,0,0,14,84,63,62,54,63,71,46,27,4,474
20101100212,0,0,6,4,3,9,12,9,0,43,54,30,36,45,41,50,47,31,10,344
20101100213,0,3,0,7,4,5,6,3,8,36,48,47,39,40,47,47,39,33,31,371
20101100214,0,0,0,0,0,6,7,8,0,21,74,32,45,69,66,58,38,25,3,410
20101100215,6,7,8,5,4,0,5,0,0,35,85,60,100,77,55,58,33,15,7,490
20101100216,8,0,4,6,7,4,0,0,0,29,67,23,71,81,44,57,50,9,4,406
20101100217,3,5,7,3,4,9,3,0,0,34,53,37,60,46,38,51,47,6,8,346
20101100218,3,7,0,6,0,0,0,0,0,16,60,43,66,42,40,47,41,25,11,375
20101100219,0,4,4,0,3,0,0,0,0,11,14,69,43,19,21,20,13,7,0,206
20101100220,0,0,0,3,0,0,0,0,0,3,25,25,32,30,36,42,27,19,0,236
20101100221,0,0,0,3,8,3,0,0,0,14,30,24,34,41,35,28,18,6,3,219
20101100222,3,0,0,3,3,5,10,6,3,33,114,41,39,61,77,70,78,48,13,541
20101100223,3,9,3,4,12,8,4,3,14,60,53,63,34,33,80,77,68,76,98,582
20101100224,4,8,0,3,12,3,5,6,0,41,60,57,53,64,71,64,59,41,9,478
20101100225,0,4,0,0,0,3,3,0,3,13,21,34,7,21,31,44,44,28,17,247
20101100226,0,3,3,0,0,0,3,0,0,9,21,23,30,18,18,28,29,8,8,183
20101100227,0,3,0,0,3,4,3,7,0,20,46,51,50,28,54,52,56,23,4,364
20101100228,4,0,0,6,0,0,6,3,3,22,37,26,7,19,33,54,46,38,17,277
20101100229,4,3,5,0,0,3,0,0,0,15,37,43,35,24,51,53,52,30,9,334
20101100230,3,4,0,7,4,4,0,0,0,22,49,48,47,44,41,55,31,9,3,327
20101100231,10,4,0,5,9,3,0,0,0,31,66,55,64,56,66,38,46,11,3,405
20101100232,0,5,4,7,0,0,0,0,0,16,24,33,30,30,42,34,35,21,6,255
20101100233,3,4,8,3,11,7,0,0,3,39,50,38,45,33,54,57,39,27,13,356
20101100234,0,0,5,6,4,0,3,0,0,18,26,26,39,20,26,19,16,9,0,181
20101100501,10,5,0,6,7,0,0,0,0,28,96,47,28,50,58,49,39,15,5,387
20101100502,14,5,0,9,4,9,6,5,0,52,124,57,39,70,92,106,110,56,13,667
20101100504,7,5,5,6,4,9,3,0,0,39,98,64,38,62,86,75,86,43,11,563
20101100505,0,48,8,3,3,0,0,0,0,62,0,115,15,0,3,0,0,0,0,133
20101100506,4,5,5,4,3,0,0,0,0,21,115,105,66,57,67,68,23,6,0,507
20101100507,0,8,0,0,4,0,9,4,0,25,75,43,30,36,73,66,60,26,9,418
20101100508,7,0,0,3,0,0,0,5,0,15,134,50,79,90,54,45,44,15,0,511
20101100509,3,0,0,6,0,0,4,0,0,13,50,38,20,28,36,34,55,24,3,288
20101100510,5,0,0,5,4,6,4,0,0,24,90,24,12,48,58,51,57,22,8,370
20101100511,3,0,0,0,6,5,0,0,0,14,50,34,13,25,62,68,43,6,0,301
20101100512,4,10,3,0,6,5,7,0,0,35,58,47,26,21,64,45,39,13,0,313
20101100513,3,7,0,0,5,3,5,5,0,28,59,45,26,29,54,72,51,20,0,356
20101100514,0,0,0,6,3,0,0,0,0,9,26,18,9,21,34,36,19,7,0,170
20101100515,6,3,3,8,7,0,4,0,4,35,111,50,31,72,69,44,45,24,6,452
20101100516,3,0,4,4,0,0,3,0,0,14,76,44,37,44,46,60,39,10,4,360
20101100517,5,3,3,5,7,4,4,0,0,31,70,75,47,49,67,61,49,24,4,446
20101100518,12,6,3,4,11,7,3,0,0,46,206,55,27,122,102,54,74,26,6,672
20101100519,5,4,0,6,5,6,8,0,0,34,62,23,29,40,34,49,57,17,4,315
20101100601,45,18,16,20,11,9,4,0,0,123,122,76,62,65,40,31,25,10,0,431
20101100602,9,8,8,5,3,0,3,0,0,36,52,56,52,37,59,57,54,22,4,393
20101100603,12,10,3,3,0,3,4,0,0,35,65,43,65,39,33,55,40,9,3,352
20101100604,14,0,4,0,4,4,3,0,0,29,77,51,42,49,48,44,44,16,6,377
20101100607,5,0,0,4,5,3,3,0,0,20,48,30,27,28,33,55,40,10,0,271
20101100610,4,5,3,0,4,4,5,0,0,25,62,43,41,32,46,81,92,28,3,428
20101100611,9,5,4,9,6,0,3,0,0,36,47,49,39,30,60,58,50,32,7,372
20101100612,11,15,9,8,5,4,0,7,0,59,118,91,80,64,51,32,44,22,5,507
20101100613,9,7,5,5,3,3,0,0,5,37,49,43,53,32,25,34,25,12,11,284
20101100614,5,0,0,4,6,5,0,0,0,20,19,19,18,16,21,21,16,5,6,141
20101100615,6,0,0,3,9,5,0,0,0,23,91,57,36,54,73,66,61,29,18,485
20101100616,0,0,0,0,0,0,5,16,3,24,0,0,0,0,6,3,43,81,56,189
20101100618,8,0,9,3,0,0,0,0,0,20,132,73,159,66,28,24,14,4,0,500
20101100619,13,8,8,6,0,0,0,0,0,35,77,67,77,41,16,17,5,5,0,305
20101100620,26,6,4,12,3,0,0,0,0,51,224,131,261,121,68,46,29,5,0,885
20101100621,5,0,7,3,0,0,0,0,0,15,93,61,81,52,49,38,32,15,0,421
20101100622,6,0,10,4,0,0,3,0,0,23,144,48,139,84,40,20,13,11,0,499
20101100623,6,7,7,0,0,0,4,0,10,34,83,66,112,38,32,29,31,48,88,527
20101100624,5,5,0,4,5,6,0,0,0,25,206,72,118,105,73,41,39,20,0,674
20101100625,0,0,0,0,0,0,4,0,0,4,43,37,24,23,51,52,47,22,7,306
20101100626,0,0,0,0,4,0,0,0,0,4,67,35,75,26,20,8,6,0,0,237
20101100627,0,0,0,0,0,0,3,0,0,3,22,20,7,15,30,42,9,10,0,155
20101100628,5,0,7,4,0,3,4,0,0,23,88,47,92,73,66,35,46,16,4,467
20101100629,6,7,5,3,3,6,4,3,0,37,124,72,53,76,92,89,53,24,0,583
20101100630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101100631,28,12,11,10,5,5,0,0,0,71,206,130,247,111,51,39,21,7,3,815
20101100701,7,3,0,3,6,0,6,0,0,25,143,53,28,78,97,72,43,10,3,527
20101100702,3,4,0,7,0,0,0,0,0,14,63,58,23,33,60,66,52,12,5,372
20101100703,14,0,4,0,0,3,9,0,0,30,134,74,45,70,77,54,48,26,3,531
20101100704,9,5,4,0,4,4,8,3,0,37,70,47,42,47,53,72,45,29,0,405
20101100705,5,5,4,5,6,7,6,0,0,38,83,62,39,50,68,85,49,13,4,453
20101100706,11,4,7,0,10,3,5,0,0,40,131,69,67,73,81,80,62,15,3,581
20101100707,20,8,7,3,6,4,0,0,0,48,112,74,45,69,91,91,51,11,5,549
20101100708,8,0,3,0,3,0,5,0,0,19,97,53,37,51,81,58,39,18,0,434
20101100709,0,3,0,0,0,0,0,0,0,3,51,74,27,37,71,69,43,18,5,395
20101100801,18,8,13,3,6,4,3,3,0,58,108,38,60,42,30,29,24,8,0,339
20101100804,12,9,9,6,6,3,4,0,0,49,79,54,58,35,41,44,38,19,7,375
20101100805,10,4,11,6,9,7,5,0,0,52,46,36,43,28,46,56,40,19,4,318
20101100806,16,4,4,10,0,5,4,0,0,43,88,56,54,52,49,48,46,16,12,421
20101100807,7,0,3,0,3,0,0,3,4,20,62,30,67,28,30,58,42,32,6,355
20101100808,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,10
20101100809,15,4,13,13,0,6,0,10,6,67,91,59,91,64,52,70,54,41,34,556
20101100810,6,3,9,0,8,5,3,0,0,34,63,56,49,45,65,64,74,35,14,465
20101100811,5,0,3,0,0,0,0,0,0,8,37,30,40,22,31,30,30,10,4,234
20101100812,9,11,9,3,4,8,8,6,0,58,55,40,58,42,40,32,59,37,4,367
20101100813,4,0,4,0,0,4,8,0,6,26,47,42,49,38,28,36,43,28,9,320
20101100814,0,4,0,0,4,0,0,0,0,8,0,4,0,0,4,0,0,0,0,8
20101100815,17,11,9,9,6,3,6,0,0,61,47,53,37,30,51,36,36,18,5,313
20101100816,0,0,0,3,0,0,0,0,0,3,55,21,8,35,47,36,43,30,13,288
20101100818,3,3,8,8,6,0,3,0,6,37,100,70,84,62,82,73,27,17,4,519
20101100820,3,8,3,6,11,0,3,4,0,38,91,41,63,50,48,54,63,29,7,446
20101100821,12,4,6,0,0,3,0,0,6,31,60,66,71,42,55,55,50,49,13,461
20101100822,9,11,5,5,4,3,3,0,0,40,37,32,47,32,22,29,36,32,6,273
20101100823,10,6,4,4,4,0,0,5,5,38,70,62,81,43,62,73,66,66,22,545
20101100824,10,6,6,4,5,4,0,6,8,49,56,41,55,36,44,51,77,98,145,603
20101100825,0,12,6,4,0,0,3,4,0,29,80,171,23,27,15,12,24,14,5,371
20101100826,8,0,0,9,8,0,0,0,4,29,46,41,62,52,48,55,35,32,33,404
20101100827,3,9,4,3,4,0,0,0,4,27,79,60,87,43,52,49,59,51,32,512
20101100828,0,0,5,5,0,0,7,3,0,20,64,34,49,45,48,51,43,30,24,388
20101100829,5,0,3,3,0,6,0,3,0,20,56,35,51,27,20,25,30,31,5,280
20101100830,0,0,0,0,3,0,4,4,0,11,52,28,53,24,38,60,47,46,21,369
20101100831,3,0,0,5,5,0,0,3,0,16,49,30,42,31,51,36,25,40,24,328
20101100832,10,15,16,8,15,9,5,4,0,82,69,68,54,48,74,55,59,23,3,453
20101100833,0,0,7,0,5,3,5,0,0,20,108,59,77,56,67,58,82,34,8,549
20101100834,0,0,0,0,3,0,0,3,0,6,51,29,43,24,39,35,31,39,10,301
20101100835,7,5,7,0,10,9,0,0,0,38,112,63,71,59,68,58,33,9,4,477
20101100836,7,5,0,6,0,3,6,0,0,27,114,55,55,86,54,54,54,16,6,494
20101100837,5,0,0,3,5,5,0,0,0,18,162,49,78,125,76,65,56,11,6,628
20101100838,7,0,0,0,4,4,0,0,0,15,50,19,9,30,37,23,16,9,0,193
20101100839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101100840,3,11,6,0,4,4,0,0,0,28,50,48,41,22,46,23,36,13,8,287
20101100841,3,4,0,4,0,0,0,0,0,11,96,40,37,52,40,32,16,7,0,320
20101100842,7,0,0,0,0,6,0,0,0,13,55,22,37,29,26,38,20,3,0,230
20101100843,5,3,7,7,9,3,0,0,3,37,47,46,74,46,53,42,40,19,9,376
20101100844,3,0,4,6,0,0,0,0,0,13,143,40,90,102,41,38,23,6,0,483
20101100845,12,0,11,0,0,0,0,0,0,23,181,94,187,104,45,45,34,12,4,706
20101148101,3,0,4,7,9,7,6,3,0,39,64,57,86,70,58,93,62,54,16,560
20101148102,9,5,4,0,7,0,0,0,0,25,50,43,33,24,36,30,3,0,4,223
20101148103,14,7,0,10,10,11,0,0,0,52,97,61,92,80,75,79,75,37,8,604
20101148104,4,10,8,0,4,4,3,0,0,33,62,43,82,35,28,30,34,15,3,332
20101148105,0,0,0,4,0,0,0,0,0,4,27,23,31,30,28,44,50,15,9,257
20101148106,3,3,0,0,4,3,6,0,0,19,61,31,35,58,34,41,37,19,11,327
20101148107,5,6,7,0,0,7,4,3,0,32,58,50,78,51,37,51,53,20,4,402
20101148108,5,0,3,5,4,0,11,3,12,43,36,34,46,30,34,52,69,39,81,421
20101148109,9,4,3,7,4,4,4,0,0,35,52,37,80,51,56,48,34,14,9,381
20101148110,0,0,0,0,0,0,0,8,3,11,33,14,38,18,25,38,95,174,96,531
20101148111,3,3,0,4,3,4,5,3,4,29,59,51,54,30,46,40,49,33,73,435
20101148112,9,7,5,8,9,8,6,0,0,52,152,77,90,121,78,94,63,28,3,706
20101148113,15,3,3,7,7,3,3,0,0,41,79,62,92,72,63,57,40,31,9,505
20101148114,8,8,3,0,0,0,3,0,0,22,37,42,34,34,39,46,46,9,3,290
20101148115,8,3,7,0,5,3,0,0,0,26,78,41,60,57,50,53,25,21,3,388
20101148116,11,3,3,4,0,0,3,4,0,28,49,13,65,52,19,32,35,3,12,280
20101148117,5,9,5,0,4,0,3,0,0,26,46,40,68,49,23,53,53,24,5,361
20101148118,9,8,5,4,11,17,4,4,0,62,153,94,71,88,107,101,71,38,3,726
20101148119,13,5,11,7,9,0,7,3,0,55,100,78,79,64,62,64,57,42,13,559
20101148120,10,10,4,3,8,16,3,0,0,54,130,66,115,87,97,126,88,31,10,750
20101148121,3,8,13,4,7,0,0,6,0,41,57,38,42,46,46,40,40,25,3,337
20101148122,0,4,4,3,0,3,0,0,0,14,51,41,52,41,30,31,24,18,7,295
20101148201,0,7,3,0,3,7,5,3,0,28,77,64,79,69,61,44,36,31,11,472
20101148202,12,0,3,3,4,12,4,5,0,43,176,111,66,87,149,110,73,23,5,800
20101148203,6,3,0,0,6,10,11,0,0,36,79,51,20,29,77,66,53,22,6,403
20101148204,19,3,7,13,10,7,3,0,0,62,271,76,139,161,120,102,93,18,7,987
20101148205,3,0,3,0,0,0,9,4,0,19,84,41,59,60,46,55,42,28,6,421
20101148206,22,3,12,3,0,14,4,3,7,68,82,47,58,52,49,66,60,83,100,597
20101148207,4,0,5,4,5,4,4,0,0,26,49,33,80,38,54,40,24,16,3,337
20101148208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101148209,6,9,3,0,8,5,5,0,0,36,156,110,74,99,151,123,69,22,12,816
20101148210,3,9,13,3,6,8,10,0,0,52,111,55,106,100,88,67,62,23,8,620
20101148211,6,3,7,3,5,15,5,6,0,50,78,72,74,65,63,78,59,28,3,520
20101148212,4,3,0,0,4,3,3,5,0,22,65,57,45,43,55,81,74,45,24,489
20101148213,13,8,0,8,0,7,0,0,7,43,65,39,47,55,47,62,57,22,33,427
20101148214,9,13,3,5,3,8,3,0,3,47,64,53,64,67,56,45,46,20,13,428
20101148215,5,5,6,4,4,4,8,0,3,39,61,56,97,64,60,74,51,29,23,515
20101148216,0,3,8,3,3,8,4,0,0,29,80,49,80,72,44,69,72,20,15,501
20101148217,5,0,6,0,0,3,5,0,0,19,115,62,29,65,64,59,97,18,0,509
20101148218,4,0,7,5,7,3,7,0,0,33,202,64,92,126,76,52,64,21,9,706
20101148219,3,0,5,0,4,7,9,0,0,28,50,60,14,24,62,48,44,12,3,317
20101148220,4,4,0,0,4,0,0,0,0,12,65,20,32,54,38,44,27,12,0,292
20101148221,0,0,0,0,4,0,9,0,0,13,31,17,14,20,20,33,20,11,6,172
20101148222,11,0,0,0,4,5,4,0,3,27,105,62,54,87,63,66,45,43,11,536
20101148223,7,9,4,5,8,4,0,0,0,37,125,69,65,88,83,89,93,66,15,693
20101148224,9,0,5,8,6,5,5,0,0,38,83,35,65,69,78,72,43,12,6,463
20101148225,8,0,3,0,3,7,0,0,0,21,114,44,117,74,61,55,28,14,4,511
20101148226,10,10,5,3,3,3,3,0,0,37,56,50,36,50,38,53,50,21,4,358
20101148227,8,4,12,12,12,3,3,0,0,54,89,50,72,85,59,60,43,46,23,527
20101148228,13,5,7,6,4,6,4,5,0,50,94,29,81,59,48,48,48,49,18,474
20101148229,4,0,4,0,0,3,0,0,0,11,83,68,40,38,72,97,51,22,3,474
20101148230,3,0,4,0,0,10,6,4,0,27,40,27,40,26,38,75,80,69,13,408
20101148301,3,0,0,0,0,0,0,0,0,3,14,3,0,9,9,9,15,3,0,62
20101148302,18,3,4,5,6,4,7,0,0,47,148,72,102,104,72,58,64,42,10,672
20101148303,6,0,3,0,7,0,0,0,0,16,150,39,72,96,59,34,42,17,8,517
20101148304,3,0,10,0,3,0,5,0,0,21,72,50,66,56,60,59,49,16,3,431
20101148305,3,0,8,0,3,0,0,0,0,14,52,35,62,40,38,51,42,20,0,340
20101148306,0,0,7,0,0,3,0,0,0,10,25,52,69,26,26,35,35,21,9,298
20101148307,9,0,3,3,6,3,0,7,0,31,110,59,70,74,62,70,71,67,49,632
20101148308,15,12,8,6,9,9,3,6,0,68,139,128,108,84,96,62,50,28,7,702
20101148309,4,3,7,0,0,5,0,6,0,25,59,54,62,38,32,38,16,22,3,324
20101148310,16,7,15,3,3,6,3,6,0,59,82,57,71,65,68,75,64,37,11,530
20101148311,9,5,3,8,10,3,0,3,0,41,119,66,50,82,86,58,56,18,5,540
20101148312,16,13,12,3,11,6,0,5,0,66,112,115,142,83,75,61,70,50,14,722
20101148313,7,4,15,5,5,4,5,0,0,45,70,39,85,54,40,44,49,18,9,408
20101148314,5,9,4,4,3,7,5,0,0,37,81,61,74,45,52,55,53,31,11,463
20101148315,9,4,6,9,0,0,20,33,39,120,87,72,102,61,54,66,89,75,98,704
20101148316,6,3,14,3,7,6,3,0,0,42,55,59,89,49,73,57,27,17,8,434
20101148317,3,0,3,0,0,0,0,0,0,6,33,37,71,32,33,45,38,19,0,308
20101148318,0,4,11,6,7,0,4,4,0,36,55,49,79,54,53,45,51,18,0,404
20101148319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101148320,11,3,5,7,4,7,0,0,0,37,116,83,83,77,74,50,43,16,10,552
20101148321,6,3,6,0,10,9,0,0,0,34,74,54,67,52,68,69,38,25,10,457
20101148322,19,37,20,11,8,0,3,3,0,101,133,142,85,94,66,52,57,27,6,662
20101148323,5,4,8,6,3,4,4,0,3,37,52,48,71,45,50,46,54,21,6,393
20101148324,7,7,7,6,6,4,0,8,0,45,52,82,79,42,49,40,47,37,8,436
20101148325,4,5,0,0,0,0,8,0,0,17,36,63,67,39,42,23,39,12,3,324
20101148326,16,3,9,7,5,8,10,0,0,58,204,82,106,134,99,82,84,36,10,837
20101148401,0,10,4,3,0,9,0,0,0,26,59,48,77,47,52,53,39,10,4,389
20101148402,4,7,6,0,9,5,3,0,3,37,55,58,73,36,38,40,41,18,17,376
20101148403,11,9,5,6,3,8,0,3,0,45,45,45,44,37,25,65,42,42,30,375
20101148404,3,6,5,0,0,4,0,0,0,18,38,81,50,35,55,52,46,24,9,390
20101148405,12,0,3,0,3,0,0,0,0,18,51,39,54,36,52,54,51,25,10,372
20101148406,14,6,6,6,7,5,6,0,0,50,101,69,78,62,85,75,72,31,8,581
20101148407,5,9,9,9,8,7,4,4,0,55,104,58,85,74,59,70,61,44,11,566
20101148408,29,5,15,7,7,3,9,6,0,81,84,67,103,66,46,60,60,30,14,530
20101148409,10,0,9,8,3,5,0,0,0,35,88,56,76,52,50,65,58,30,12,487
20101148410,5,4,0,0,12,3,12,4,0,40,59,49,71,33,65,44,53,25,9,408
20101148411,4,3,5,0,5,4,5,5,0,31,58,35,56,54,49,49,47,31,15,394
20101148412,11,10,7,0,7,5,3,0,0,43,130,65,68,66,47,31,38,13,0,458
20101148413,10,7,13,7,0,7,5,0,0,49,83,61,86,65,53,59,48,19,4,478
20101148414,9,11,5,0,3,3,7,3,0,41,106,77,62,74,57,60,39,29,11,515
20101148415,0,0,3,0,12,0,5,3,0,23,8,16,32,15,30,29,38,28,34,230
20101148416,0,8,3,3,5,5,0,3,3,30,61,56,79,53,36,51,40,24,7,407
20101148417,26,10,10,3,7,5,7,0,0,68,205,113,177,101,60,53,43,14,4,770
20101148418,11,5,9,4,6,0,5,4,0,44,126,60,107,64,83,81,78,27,5,631
20101148419,15,4,6,10,3,9,9,4,6,66,73,56,77,59,49,71,96,100,56,637
20101148420,6,4,4,6,3,0,3,0,0,26,54,43,43,49,25,25,32,20,5,296
20101148421,10,6,8,0,0,0,10,3,4,41,68,43,54,53,48,55,71,62,25,479
20101148422,8,4,0,4,0,0,0,0,0,16,56,33,34,45,37,39,34,19,7,304
20101148423,4,0,6,0,5,9,3,0,0,27,56,33,59,42,39,73,56,28,8,394
20101148424,13,8,6,4,3,4,9,0,0,47,72,76,86,69,49,69,69,39,23,552
20101148425,23,14,18,11,8,6,9,7,0,96,117,93,120,92,96,92,89,51,13,763
20101148426,10,0,9,7,8,3,0,0,0,37,48,47,54,42,31,36,35,21,10,324
20101148427,0,7,4,3,0,5,6,0,0,25,58,51,55,48,41,52,58,31,4,398
20101148428,15,7,8,7,6,3,3,8,0,57,99,69,71,57,61,65,86,50,16,574
20102100901,4,0,5,8,3,12,3,4,0,39,97,65,97,87,79,107,73,48,16,669
20102100902,3,0,0,0,0,4,3,3,0,13,52,30,19,42,35,55,33,19,5,290
20102100903,5,9,5,0,4,6,4,0,0,33,85,37,42,67,69,54,35,8,0,397
20102100904,10,0,4,3,4,7,0,0,0,28,34,33,23,25,39,30,22,11,3,220
20102100905,9,0,0,4,13,10,3,0,0,39,68,27,32,57,87,64,45,15,0,395
20102100906,10,3,0,10,6,0,8,0,0,37,71,20,23,31,60,47,36,11,0,299
20102100907,3,5,0,0,10,4,5,0,0,27,56,33,24,41,70,80,43,19,3,369
20102100908,14,9,3,10,13,11,11,3,3,77,65,41,25,48,54,46,58,22,12,371
20102100909,10,4,0,6,5,4,6,4,4,43,64,43,29,53,66,62,31,21,4,373
20102100910,21,10,7,10,11,6,8,3,0,76,71,25,34,50,39,40,47,25,8,339
20102100911,7,6,0,0,0,0,0,0,5,18,84,39,26,50,49,42,30,12,8,340
20102100912,5,4,0,0,0,0,0,0,0,9,83,30,32,58,52,51,35,12,5,358
20102100913,13,3,7,4,10,0,0,0,3,40,138,41,83,79,45,61,60,36,25,568
20102100914,3,0,5,0,0,0,0,5,0,13,37,15,29,32,22,27,30,19,4,215
20102100915,8,0,8,6,0,10,10,0,0,42,97,30,59,79,39,58,49,29,11,451
20102100916,3,0,0,0,5,4,9,0,5,26,36,36,36,25,43,70,52,52,18,368
20102100917,3,0,0,0,4,10,8,0,0,25,107,73,41,67,103,87,59,24,7,568
20102101001,5,4,0,0,3,4,12,3,0,31,83,34,43,40,83,66,65,22,8,444
20102101002,15,4,0,11,7,10,3,0,0,50,92,45,54,58,55,68,61,31,7,471
20102101003,3,5,3,7,0,5,11,6,0,40,36,19,26,34,32,35,58,30,9,279
20102101004,12,3,0,14,5,0,0,0,0,34,66,27,28,49,56,45,27,24,0,322
20102101005,0,0,0,0,0,4,3,9,5,21,15,10,8,7,14,34,33,47,80,248
20102101006,7,3,5,6,8,10,18,0,4,61,74,42,50,42,71,92,109,43,12,535
20102101007,0,3,0,0,5,3,0,0,0,11,85,42,26,52,65,76,50,11,0,407
20102101008,14,3,5,8,3,10,3,5,0,51,82,39,34,51,67,57,67,27,0,424
20102101009,8,0,3,0,6,0,4,0,0,21,52,21,15,32,52,37,28,9,5,251
20102101010,0,0,0,0,3,0,6,4,0,13,42,23,27,28,43,43,39,19,4,268
20102101011,5,4,5,0,0,3,5,4,0,26,69,26,28,28,41,60,48,34,4,338
20102101012,3,4,5,0,10,10,4,4,5,45,44,28,44,43,72,88,72,47,25,463
20102101013,11,3,0,6,5,7,3,4,0,39,69,36,35,45,56,72,71,27,3,414
20102101014,4,3,0,0,9,9,0,4,0,29,63,45,29,37,58,71,65,25,3,396
20102101015,11,4,0,6,3,7,4,4,3,42,55,16,25,30,35,70,73,17,4,325
20102101016,7,0,3,5,5,5,4,5,4,38,48,13,20,41,39,39,63,20,9,292
20102101017,0,0,0,0,4,5,0,0,0,9,51,31,23,20,58,54,32,18,0,287
20102101018,7,0,0,4,3,3,3,0,0,20,66,38,21,40,40,66,54,20,3,348
20102101021,9,5,0,0,6,7,8,3,0,38,32,27,16,27,42,51,42,38,8,283
20102101022,8,0,0,0,3,3,3,0,0,17,32,17,14,23,22,35,35,28,5,211
