SA1_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
20303105330,15,9,5,11,12,4,3,0,0,59,128,48,47,86,89,63,42,16,0,519
20303105331,0,0,3,5,0,5,0,0,0,13,26,16,8,16,25,21,29,11,0,152
20303105333,23,0,7,21,8,9,9,4,0,81,135,69,43,100,91,111,77,47,4,677
20303105334,6,0,0,3,3,6,6,0,0,24,79,56,53,64,51,65,53,21,6,448
20303105335,3,9,6,5,0,0,4,0,0,27,23,22,12,18,26,37,18,12,3,171
20303105336,0,8,6,4,8,0,0,0,0,26,139,79,43,85,107,59,70,17,0,599
20303105338,0,0,0,0,3,5,14,26,44,92,77,5,16,43,20,22,85,149,85,502
20303105339,10,0,3,10,0,3,0,0,0,26,160,22,120,115,49,37,15,4,0,522
20303105340,7,7,0,8,3,0,0,0,0,25,156,38,44,120,76,39,48,10,0,531
20303105341,4,4,3,4,20,11,10,0,3,59,122,79,31,92,119,105,96,19,7,670
